# Starting date:             2015-06-11 14:58:00
# Cluster job name:          emptiness
# Cluster job ID:            9858387
# Cluster node:              hnode02
# Cluster queue:             mpi.q
# GOAL command:              emptiness 
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        No timeout
id,empty,dt,da,file
456,N,1.0,0.5,s15_t1.0_a0.5_056.gff
457,N,1.0,0.5,s15_t1.0_a0.5_057.gff
458,N,1.0,0.5,s15_t1.0_a0.5_058.gff
459,N,1.0,0.5,s15_t1.0_a0.5_059.gff
460,N,1.0,0.5,s15_t1.0_a0.5_060.gff
461,N,1.0,0.5,s15_t1.0_a0.5_061.gff
462,N,1.0,0.5,s15_t1.0_a0.5_062.gff
463,N,1.0,0.5,s15_t1.0_a0.5_063.gff
464,N,1.0,0.5,s15_t1.0_a0.5_064.gff
465,N,1.0,0.5,s15_t1.0_a0.5_065.gff
466,N,1.0,0.5,s15_t1.0_a0.5_066.gff
467,N,1.0,0.5,s15_t1.0_a0.5_067.gff
468,N,1.0,0.5,s15_t1.0_a0.5_068.gff
469,N,1.0,0.5,s15_t1.0_a0.5_069.gff
470,N,1.0,0.5,s15_t1.0_a0.5_070.gff
471,N,1.0,0.5,s15_t1.0_a0.5_071.gff
472,N,1.0,0.5,s15_t1.0_a0.5_072.gff
473,N,1.0,0.5,s15_t1.0_a0.5_073.gff
474,N,1.0,0.5,s15_t1.0_a0.5_074.gff
475,N,1.0,0.5,s15_t1.0_a0.5_075.gff
476,N,1.0,0.5,s15_t1.0_a0.5_076.gff
477,N,1.0,0.5,s15_t1.0_a0.5_077.gff
478,N,1.0,0.5,s15_t1.0_a0.5_078.gff
479,N,1.0,0.5,s15_t1.0_a0.5_079.gff
480,N,1.0,0.5,s15_t1.0_a0.5_080.gff
481,N,1.0,0.5,s15_t1.0_a0.5_081.gff
482,Y,1.0,0.5,s15_t1.0_a0.5_082.gff
483,N,1.0,0.5,s15_t1.0_a0.5_083.gff
484,N,1.0,0.5,s15_t1.0_a0.5_084.gff
485,N,1.0,0.5,s15_t1.0_a0.5_085.gff
486,N,1.0,0.5,s15_t1.0_a0.5_086.gff
487,N,1.0,0.5,s15_t1.0_a0.5_087.gff
488,N,1.0,0.5,s15_t1.0_a0.5_088.gff
489,N,1.0,0.5,s15_t1.0_a0.5_089.gff
490,N,1.0,0.5,s15_t1.0_a0.5_090.gff
491,N,1.0,0.5,s15_t1.0_a0.5_091.gff
492,N,1.0,0.5,s15_t1.0_a0.5_092.gff
493,N,1.0,0.5,s15_t1.0_a0.5_093.gff
494,N,1.0,0.5,s15_t1.0_a0.5_094.gff
495,N,1.0,0.5,s15_t1.0_a0.5_095.gff
496,N,1.0,0.5,s15_t1.0_a0.5_096.gff
497,N,1.0,0.5,s15_t1.0_a0.5_097.gff
498,N,1.0,0.5,s15_t1.0_a0.5_098.gff
499,N,1.0,0.5,s15_t1.0_a0.5_099.gff
500,N,1.0,0.5,s15_t1.0_a0.5_100.gff
501,N,1.0,0.6,s15_t1.0_a0.6_001.gff
502,N,1.0,0.6,s15_t1.0_a0.6_002.gff
503,N,1.0,0.6,s15_t1.0_a0.6_003.gff
504,N,1.0,0.6,s15_t1.0_a0.6_004.gff
505,N,1.0,0.6,s15_t1.0_a0.6_005.gff
506,N,1.0,0.6,s15_t1.0_a0.6_006.gff
507,N,1.0,0.6,s15_t1.0_a0.6_007.gff
508,N,1.0,0.6,s15_t1.0_a0.6_008.gff
509,N,1.0,0.6,s15_t1.0_a0.6_009.gff
510,N,1.0,0.6,s15_t1.0_a0.6_010.gff
511,N,1.0,0.6,s15_t1.0_a0.6_011.gff
512,N,1.0,0.6,s15_t1.0_a0.6_012.gff
513,N,1.0,0.6,s15_t1.0_a0.6_013.gff
514,N,1.0,0.6,s15_t1.0_a0.6_014.gff
515,N,1.0,0.6,s15_t1.0_a0.6_015.gff
516,N,1.0,0.6,s15_t1.0_a0.6_016.gff
517,Y,1.0,0.6,s15_t1.0_a0.6_017.gff
518,Y,1.0,0.6,s15_t1.0_a0.6_018.gff
519,N,1.0,0.6,s15_t1.0_a0.6_019.gff
520,N,1.0,0.6,s15_t1.0_a0.6_020.gff
521,N,1.0,0.6,s15_t1.0_a0.6_021.gff
522,N,1.0,0.6,s15_t1.0_a0.6_022.gff
523,N,1.0,0.6,s15_t1.0_a0.6_023.gff
524,N,1.0,0.6,s15_t1.0_a0.6_024.gff
525,N,1.0,0.6,s15_t1.0_a0.6_025.gff
526,N,1.0,0.6,s15_t1.0_a0.6_026.gff
527,N,1.0,0.6,s15_t1.0_a0.6_027.gff
528,Y,1.0,0.6,s15_t1.0_a0.6_028.gff
529,N,1.0,0.6,s15_t1.0_a0.6_029.gff
530,N,1.0,0.6,s15_t1.0_a0.6_030.gff
531,N,1.0,0.6,s15_t1.0_a0.6_031.gff
532,N,1.0,0.6,s15_t1.0_a0.6_032.gff
533,N,1.0,0.6,s15_t1.0_a0.6_033.gff
534,N,1.0,0.6,s15_t1.0_a0.6_034.gff
535,N,1.0,0.6,s15_t1.0_a0.6_035.gff
536,N,1.0,0.6,s15_t1.0_a0.6_036.gff
537,N,1.0,0.6,s15_t1.0_a0.6_037.gff
538,N,1.0,0.6,s15_t1.0_a0.6_038.gff
539,N,1.0,0.6,s15_t1.0_a0.6_039.gff
540,N,1.0,0.6,s15_t1.0_a0.6_040.gff
541,N,1.0,0.6,s15_t1.0_a0.6_041.gff
542,N,1.0,0.6,s15_t1.0_a0.6_042.gff
543,N,1.0,0.6,s15_t1.0_a0.6_043.gff
544,N,1.0,0.6,s15_t1.0_a0.6_044.gff
545,N,1.0,0.6,s15_t1.0_a0.6_045.gff
546,N,1.0,0.6,s15_t1.0_a0.6_046.gff
547,N,1.0,0.6,s15_t1.0_a0.6_047.gff
548,N,1.0,0.6,s15_t1.0_a0.6_048.gff
549,N,1.0,0.6,s15_t1.0_a0.6_049.gff
550,N,1.0,0.6,s15_t1.0_a0.6_050.gff
551,N,1.0,0.6,s15_t1.0_a0.6_051.gff
552,N,1.0,0.6,s15_t1.0_a0.6_052.gff
553,N,1.0,0.6,s15_t1.0_a0.6_053.gff
554,N,1.0,0.6,s15_t1.0_a0.6_054.gff
555,N,1.0,0.6,s15_t1.0_a0.6_055.gff
556,N,1.0,0.6,s15_t1.0_a0.6_056.gff
557,N,1.0,0.6,s15_t1.0_a0.6_057.gff
558,N,1.0,0.6,s15_t1.0_a0.6_058.gff
559,N,1.0,0.6,s15_t1.0_a0.6_059.gff
560,N,1.0,0.6,s15_t1.0_a0.6_060.gff
561,N,1.0,0.6,s15_t1.0_a0.6_061.gff
562,N,1.0,0.6,s15_t1.0_a0.6_062.gff
563,N,1.0,0.6,s15_t1.0_a0.6_063.gff
564,N,1.0,0.6,s15_t1.0_a0.6_064.gff
565,N,1.0,0.6,s15_t1.0_a0.6_065.gff
566,N,1.0,0.6,s15_t1.0_a0.6_066.gff
567,N,1.0,0.6,s15_t1.0_a0.6_067.gff
568,N,1.0,0.6,s15_t1.0_a0.6_068.gff
569,N,1.0,0.6,s15_t1.0_a0.6_069.gff
570,N,1.0,0.6,s15_t1.0_a0.6_070.gff
571,N,1.0,0.6,s15_t1.0_a0.6_071.gff
572,N,1.0,0.6,s15_t1.0_a0.6_072.gff
573,N,1.0,0.6,s15_t1.0_a0.6_073.gff
574,N,1.0,0.6,s15_t1.0_a0.6_074.gff
575,N,1.0,0.6,s15_t1.0_a0.6_075.gff
576,N,1.0,0.6,s15_t1.0_a0.6_076.gff
577,N,1.0,0.6,s15_t1.0_a0.6_077.gff
578,N,1.0,0.6,s15_t1.0_a0.6_078.gff
579,N,1.0,0.6,s15_t1.0_a0.6_079.gff
580,N,1.0,0.6,s15_t1.0_a0.6_080.gff
581,N,1.0,0.6,s15_t1.0_a0.6_081.gff
582,N,1.0,0.6,s15_t1.0_a0.6_082.gff
583,Y,1.0,0.6,s15_t1.0_a0.6_083.gff
584,N,1.0,0.6,s15_t1.0_a0.6_084.gff
585,N,1.0,0.6,s15_t1.0_a0.6_085.gff
586,N,1.0,0.6,s15_t1.0_a0.6_086.gff
587,N,1.0,0.6,s15_t1.0_a0.6_087.gff
588,N,1.0,0.6,s15_t1.0_a0.6_088.gff
589,N,1.0,0.6,s15_t1.0_a0.6_089.gff
590,N,1.0,0.6,s15_t1.0_a0.6_090.gff
591,N,1.0,0.6,s15_t1.0_a0.6_091.gff
592,N,1.0,0.6,s15_t1.0_a0.6_092.gff
593,N,1.0,0.6,s15_t1.0_a0.6_093.gff
594,N,1.0,0.6,s15_t1.0_a0.6_094.gff
595,N,1.0,0.6,s15_t1.0_a0.6_095.gff
596,N,1.0,0.6,s15_t1.0_a0.6_096.gff
597,N,1.0,0.6,s15_t1.0_a0.6_097.gff
598,N,1.0,0.6,s15_t1.0_a0.6_098.gff
599,N,1.0,0.6,s15_t1.0_a0.6_099.gff
600,N,1.0,0.6,s15_t1.0_a0.6_100.gff
601,N,1.0,0.7,s15_t1.0_a0.7_001.gff
602,N,1.0,0.7,s15_t1.0_a0.7_002.gff
603,N,1.0,0.7,s15_t1.0_a0.7_003.gff
604,N,1.0,0.7,s15_t1.0_a0.7_004.gff
605,N,1.0,0.7,s15_t1.0_a0.7_005.gff
606,N,1.0,0.7,s15_t1.0_a0.7_006.gff
607,N,1.0,0.7,s15_t1.0_a0.7_007.gff
608,Y,1.0,0.7,s15_t1.0_a0.7_008.gff
609,N,1.0,0.7,s15_t1.0_a0.7_009.gff
610,N,1.0,0.7,s15_t1.0_a0.7_010.gff
611,N,1.0,0.7,s15_t1.0_a0.7_011.gff
612,N,1.0,0.7,s15_t1.0_a0.7_012.gff
613,N,1.0,0.7,s15_t1.0_a0.7_013.gff
614,N,1.0,0.7,s15_t1.0_a0.7_014.gff
615,N,1.0,0.7,s15_t1.0_a0.7_015.gff
616,N,1.0,0.7,s15_t1.0_a0.7_016.gff
617,N,1.0,0.7,s15_t1.0_a0.7_017.gff
618,N,1.0,0.7,s15_t1.0_a0.7_018.gff
619,N,1.0,0.7,s15_t1.0_a0.7_019.gff
620,N,1.0,0.7,s15_t1.0_a0.7_020.gff
621,N,1.0,0.7,s15_t1.0_a0.7_021.gff
622,N,1.0,0.7,s15_t1.0_a0.7_022.gff
623,N,1.0,0.7,s15_t1.0_a0.7_023.gff
624,N,1.0,0.7,s15_t1.0_a0.7_024.gff
625,N,1.0,0.7,s15_t1.0_a0.7_025.gff
626,N,1.0,0.7,s15_t1.0_a0.7_026.gff
627,N,1.0,0.7,s15_t1.0_a0.7_027.gff
628,N,1.0,0.7,s15_t1.0_a0.7_028.gff
629,N,1.0,0.7,s15_t1.0_a0.7_029.gff
630,N,1.0,0.7,s15_t1.0_a0.7_030.gff
631,N,1.0,0.7,s15_t1.0_a0.7_031.gff
632,N,1.0,0.7,s15_t1.0_a0.7_032.gff
633,N,1.0,0.7,s15_t1.0_a0.7_033.gff
634,N,1.0,0.7,s15_t1.0_a0.7_034.gff
635,N,1.0,0.7,s15_t1.0_a0.7_035.gff
636,Y,1.0,0.7,s15_t1.0_a0.7_036.gff
637,N,1.0,0.7,s15_t1.0_a0.7_037.gff
638,N,1.0,0.7,s15_t1.0_a0.7_038.gff
639,N,1.0,0.7,s15_t1.0_a0.7_039.gff
640,N,1.0,0.7,s15_t1.0_a0.7_040.gff
641,N,1.0,0.7,s15_t1.0_a0.7_041.gff
642,N,1.0,0.7,s15_t1.0_a0.7_042.gff
643,N,1.0,0.7,s15_t1.0_a0.7_043.gff
644,N,1.0,0.7,s15_t1.0_a0.7_044.gff
645,N,1.0,0.7,s15_t1.0_a0.7_045.gff
646,N,1.0,0.7,s15_t1.0_a0.7_046.gff
647,N,1.0,0.7,s15_t1.0_a0.7_047.gff
648,N,1.0,0.7,s15_t1.0_a0.7_048.gff
649,N,1.0,0.7,s15_t1.0_a0.7_049.gff
650,N,1.0,0.7,s15_t1.0_a0.7_050.gff
651,N,1.0,0.7,s15_t1.0_a0.7_051.gff
652,Y,1.0,0.7,s15_t1.0_a0.7_052.gff
653,N,1.0,0.7,s15_t1.0_a0.7_053.gff
654,N,1.0,0.7,s15_t1.0_a0.7_054.gff
655,N,1.0,0.7,s15_t1.0_a0.7_055.gff
656,N,1.0,0.7,s15_t1.0_a0.7_056.gff
657,N,1.0,0.7,s15_t1.0_a0.7_057.gff
658,N,1.0,0.7,s15_t1.0_a0.7_058.gff
659,N,1.0,0.7,s15_t1.0_a0.7_059.gff
660,N,1.0,0.7,s15_t1.0_a0.7_060.gff
661,N,1.0,0.7,s15_t1.0_a0.7_061.gff
662,N,1.0,0.7,s15_t1.0_a0.7_062.gff
663,N,1.0,0.7,s15_t1.0_a0.7_063.gff
664,N,1.0,0.7,s15_t1.0_a0.7_064.gff
665,N,1.0,0.7,s15_t1.0_a0.7_065.gff
666,N,1.0,0.7,s15_t1.0_a0.7_066.gff
667,N,1.0,0.7,s15_t1.0_a0.7_067.gff
668,N,1.0,0.7,s15_t1.0_a0.7_068.gff
669,N,1.0,0.7,s15_t1.0_a0.7_069.gff
670,N,1.0,0.7,s15_t1.0_a0.7_070.gff
671,N,1.0,0.7,s15_t1.0_a0.7_071.gff
672,N,1.0,0.7,s15_t1.0_a0.7_072.gff
673,N,1.0,0.7,s15_t1.0_a0.7_073.gff
674,N,1.0,0.7,s15_t1.0_a0.7_074.gff
675,N,1.0,0.7,s15_t1.0_a0.7_075.gff
676,N,1.0,0.7,s15_t1.0_a0.7_076.gff
677,N,1.0,0.7,s15_t1.0_a0.7_077.gff
678,N,1.0,0.7,s15_t1.0_a0.7_078.gff
679,N,1.0,0.7,s15_t1.0_a0.7_079.gff
680,N,1.0,0.7,s15_t1.0_a0.7_080.gff
681,N,1.0,0.7,s15_t1.0_a0.7_081.gff
682,N,1.0,0.7,s15_t1.0_a0.7_082.gff
683,N,1.0,0.7,s15_t1.0_a0.7_083.gff
684,N,1.0,0.7,s15_t1.0_a0.7_084.gff
685,N,1.0,0.7,s15_t1.0_a0.7_085.gff
686,N,1.0,0.7,s15_t1.0_a0.7_086.gff
687,N,1.0,0.7,s15_t1.0_a0.7_087.gff
688,N,1.0,0.7,s15_t1.0_a0.7_088.gff
689,N,1.0,0.7,s15_t1.0_a0.7_089.gff
690,N,1.0,0.7,s15_t1.0_a0.7_090.gff
691,N,1.0,0.7,s15_t1.0_a0.7_091.gff
692,N,1.0,0.7,s15_t1.0_a0.7_092.gff
693,N,1.0,0.7,s15_t1.0_a0.7_093.gff
694,N,1.0,0.7,s15_t1.0_a0.7_094.gff
695,N,1.0,0.7,s15_t1.0_a0.7_095.gff
696,N,1.0,0.7,s15_t1.0_a0.7_096.gff
697,N,1.0,0.7,s15_t1.0_a0.7_097.gff
698,N,1.0,0.7,s15_t1.0_a0.7_098.gff
699,N,1.0,0.7,s15_t1.0_a0.7_099.gff
700,N,1.0,0.7,s15_t1.0_a0.7_100.gff
701,N,1.0,0.8,s15_t1.0_a0.8_001.gff
702,N,1.0,0.8,s15_t1.0_a0.8_002.gff
703,N,1.0,0.8,s15_t1.0_a0.8_003.gff
704,N,1.0,0.8,s15_t1.0_a0.8_004.gff
705,N,1.0,0.8,s15_t1.0_a0.8_005.gff
706,N,1.0,0.8,s15_t1.0_a0.8_006.gff
707,N,1.0,0.8,s15_t1.0_a0.8_007.gff
708,N,1.0,0.8,s15_t1.0_a0.8_008.gff
709,N,1.0,0.8,s15_t1.0_a0.8_009.gff
710,N,1.0,0.8,s15_t1.0_a0.8_010.gff
711,N,1.0,0.8,s15_t1.0_a0.8_011.gff
712,N,1.0,0.8,s15_t1.0_a0.8_012.gff
713,N,1.0,0.8,s15_t1.0_a0.8_013.gff
714,N,1.0,0.8,s15_t1.0_a0.8_014.gff
715,N,1.0,0.8,s15_t1.0_a0.8_015.gff
716,N,1.0,0.8,s15_t1.0_a0.8_016.gff
717,N,1.0,0.8,s15_t1.0_a0.8_017.gff
718,N,1.0,0.8,s15_t1.0_a0.8_018.gff
719,N,1.0,0.8,s15_t1.0_a0.8_019.gff
720,N,1.0,0.8,s15_t1.0_a0.8_020.gff
721,N,1.0,0.8,s15_t1.0_a0.8_021.gff
722,N,1.0,0.8,s15_t1.0_a0.8_022.gff
723,N,1.0,0.8,s15_t1.0_a0.8_023.gff
724,N,1.0,0.8,s15_t1.0_a0.8_024.gff
725,N,1.0,0.8,s15_t1.0_a0.8_025.gff
726,N,1.0,0.8,s15_t1.0_a0.8_026.gff
727,N,1.0,0.8,s15_t1.0_a0.8_027.gff
728,N,1.0,0.8,s15_t1.0_a0.8_028.gff
729,N,1.0,0.8,s15_t1.0_a0.8_029.gff
730,N,1.0,0.8,s15_t1.0_a0.8_030.gff
731,N,1.0,0.8,s15_t1.0_a0.8_031.gff
732,N,1.0,0.8,s15_t1.0_a0.8_032.gff
733,N,1.0,0.8,s15_t1.0_a0.8_033.gff
734,N,1.0,0.8,s15_t1.0_a0.8_034.gff
735,N,1.0,0.8,s15_t1.0_a0.8_035.gff
736,N,1.0,0.8,s15_t1.0_a0.8_036.gff
737,N,1.0,0.8,s15_t1.0_a0.8_037.gff
738,N,1.0,0.8,s15_t1.0_a0.8_038.gff
739,N,1.0,0.8,s15_t1.0_a0.8_039.gff
740,N,1.0,0.8,s15_t1.0_a0.8_040.gff
741,N,1.0,0.8,s15_t1.0_a0.8_041.gff
742,N,1.0,0.8,s15_t1.0_a0.8_042.gff
743,N,1.0,0.8,s15_t1.0_a0.8_043.gff
744,N,1.0,0.8,s15_t1.0_a0.8_044.gff
745,N,1.0,0.8,s15_t1.0_a0.8_045.gff
746,N,1.0,0.8,s15_t1.0_a0.8_046.gff
747,N,1.0,0.8,s15_t1.0_a0.8_047.gff
748,N,1.0,0.8,s15_t1.0_a0.8_048.gff
749,N,1.0,0.8,s15_t1.0_a0.8_049.gff
750,N,1.0,0.8,s15_t1.0_a0.8_050.gff
751,N,1.0,0.8,s15_t1.0_a0.8_051.gff
752,N,1.0,0.8,s15_t1.0_a0.8_052.gff
753,N,1.0,0.8,s15_t1.0_a0.8_053.gff
754,N,1.0,0.8,s15_t1.0_a0.8_054.gff
755,N,1.0,0.8,s15_t1.0_a0.8_055.gff
756,N,1.0,0.8,s15_t1.0_a0.8_056.gff
757,N,1.0,0.8,s15_t1.0_a0.8_057.gff
758,N,1.0,0.8,s15_t1.0_a0.8_058.gff
759,N,1.0,0.8,s15_t1.0_a0.8_059.gff
760,N,1.0,0.8,s15_t1.0_a0.8_060.gff
761,N,1.0,0.8,s15_t1.0_a0.8_061.gff
762,N,1.0,0.8,s15_t1.0_a0.8_062.gff
763,N,1.0,0.8,s15_t1.0_a0.8_063.gff
764,N,1.0,0.8,s15_t1.0_a0.8_064.gff
765,N,1.0,0.8,s15_t1.0_a0.8_065.gff
766,N,1.0,0.8,s15_t1.0_a0.8_066.gff
767,N,1.0,0.8,s15_t1.0_a0.8_067.gff
768,N,1.0,0.8,s15_t1.0_a0.8_068.gff
769,N,1.0,0.8,s15_t1.0_a0.8_069.gff
770,N,1.0,0.8,s15_t1.0_a0.8_070.gff
771,N,1.0,0.8,s15_t1.0_a0.8_071.gff
772,N,1.0,0.8,s15_t1.0_a0.8_072.gff
773,Y,1.0,0.8,s15_t1.0_a0.8_073.gff
774,N,1.0,0.8,s15_t1.0_a0.8_074.gff
775,N,1.0,0.8,s15_t1.0_a0.8_075.gff
776,N,1.0,0.8,s15_t1.0_a0.8_076.gff
777,N,1.0,0.8,s15_t1.0_a0.8_077.gff
778,N,1.0,0.8,s15_t1.0_a0.8_078.gff
779,N,1.0,0.8,s15_t1.0_a0.8_079.gff
780,N,1.0,0.8,s15_t1.0_a0.8_080.gff
781,N,1.0,0.8,s15_t1.0_a0.8_081.gff
782,N,1.0,0.8,s15_t1.0_a0.8_082.gff
783,N,1.0,0.8,s15_t1.0_a0.8_083.gff
784,N,1.0,0.8,s15_t1.0_a0.8_084.gff
785,N,1.0,0.8,s15_t1.0_a0.8_085.gff
786,N,1.0,0.8,s15_t1.0_a0.8_086.gff
787,N,1.0,0.8,s15_t1.0_a0.8_087.gff
788,N,1.0,0.8,s15_t1.0_a0.8_088.gff
789,N,1.0,0.8,s15_t1.0_a0.8_089.gff
790,N,1.0,0.8,s15_t1.0_a0.8_090.gff
791,N,1.0,0.8,s15_t1.0_a0.8_091.gff
792,N,1.0,0.8,s15_t1.0_a0.8_092.gff
793,N,1.0,0.8,s15_t1.0_a0.8_093.gff
794,N,1.0,0.8,s15_t1.0_a0.8_094.gff
795,N,1.0,0.8,s15_t1.0_a0.8_095.gff
796,N,1.0,0.8,s15_t1.0_a0.8_096.gff
797,N,1.0,0.8,s15_t1.0_a0.8_097.gff
798,N,1.0,0.8,s15_t1.0_a0.8_098.gff
799,N,1.0,0.8,s15_t1.0_a0.8_099.gff
800,N,1.0,0.8,s15_t1.0_a0.8_100.gff
801,N,1.0,0.9,s15_t1.0_a0.9_001.gff
802,N,1.0,0.9,s15_t1.0_a0.9_002.gff
803,N,1.0,0.9,s15_t1.0_a0.9_003.gff
804,N,1.0,0.9,s15_t1.0_a0.9_004.gff
805,N,1.0,0.9,s15_t1.0_a0.9_005.gff
806,N,1.0,0.9,s15_t1.0_a0.9_006.gff
807,N,1.0,0.9,s15_t1.0_a0.9_007.gff
808,N,1.0,0.9,s15_t1.0_a0.9_008.gff
809,N,1.0,0.9,s15_t1.0_a0.9_009.gff
810,N,1.0,0.9,s15_t1.0_a0.9_010.gff
811,N,1.0,0.9,s15_t1.0_a0.9_011.gff
812,N,1.0,0.9,s15_t1.0_a0.9_012.gff
813,N,1.0,0.9,s15_t1.0_a0.9_013.gff
814,N,1.0,0.9,s15_t1.0_a0.9_014.gff
815,N,1.0,0.9,s15_t1.0_a0.9_015.gff
816,N,1.0,0.9,s15_t1.0_a0.9_016.gff
817,N,1.0,0.9,s15_t1.0_a0.9_017.gff
818,N,1.0,0.9,s15_t1.0_a0.9_018.gff
819,N,1.0,0.9,s15_t1.0_a0.9_019.gff
820,N,1.0,0.9,s15_t1.0_a0.9_020.gff
821,N,1.0,0.9,s15_t1.0_a0.9_021.gff
822,N,1.0,0.9,s15_t1.0_a0.9_022.gff
823,N,1.0,0.9,s15_t1.0_a0.9_023.gff
824,N,1.0,0.9,s15_t1.0_a0.9_024.gff
825,N,1.0,0.9,s15_t1.0_a0.9_025.gff
826,N,1.0,0.9,s15_t1.0_a0.9_026.gff
827,N,1.0,0.9,s15_t1.0_a0.9_027.gff
828,N,1.0,0.9,s15_t1.0_a0.9_028.gff
829,N,1.0,0.9,s15_t1.0_a0.9_029.gff
830,N,1.0,0.9,s15_t1.0_a0.9_030.gff
831,N,1.0,0.9,s15_t1.0_a0.9_031.gff
832,N,1.0,0.9,s15_t1.0_a0.9_032.gff
833,N,1.0,0.9,s15_t1.0_a0.9_033.gff
834,N,1.0,0.9,s15_t1.0_a0.9_034.gff
835,N,1.0,0.9,s15_t1.0_a0.9_035.gff
836,N,1.0,0.9,s15_t1.0_a0.9_036.gff
837,N,1.0,0.9,s15_t1.0_a0.9_037.gff
838,N,1.0,0.9,s15_t1.0_a0.9_038.gff
839,N,1.0,0.9,s15_t1.0_a0.9_039.gff
840,N,1.0,0.9,s15_t1.0_a0.9_040.gff
841,N,1.0,0.9,s15_t1.0_a0.9_041.gff
842,N,1.0,0.9,s15_t1.0_a0.9_042.gff
843,N,1.0,0.9,s15_t1.0_a0.9_043.gff
844,N,1.0,0.9,s15_t1.0_a0.9_044.gff
845,N,1.0,0.9,s15_t1.0_a0.9_045.gff
846,N,1.0,0.9,s15_t1.0_a0.9_046.gff
847,N,1.0,0.9,s15_t1.0_a0.9_047.gff
848,N,1.0,0.9,s15_t1.0_a0.9_048.gff
849,N,1.0,0.9,s15_t1.0_a0.9_049.gff
850,N,1.0,0.9,s15_t1.0_a0.9_050.gff
851,N,1.0,0.9,s15_t1.0_a0.9_051.gff
852,N,1.0,0.9,s15_t1.0_a0.9_052.gff
853,N,1.0,0.9,s15_t1.0_a0.9_053.gff
854,N,1.0,0.9,s15_t1.0_a0.9_054.gff
855,N,1.0,0.9,s15_t1.0_a0.9_055.gff
856,N,1.0,0.9,s15_t1.0_a0.9_056.gff
857,N,1.0,0.9,s15_t1.0_a0.9_057.gff
858,N,1.0,0.9,s15_t1.0_a0.9_058.gff
859,N,1.0,0.9,s15_t1.0_a0.9_059.gff
860,N,1.0,0.9,s15_t1.0_a0.9_060.gff
861,N,1.0,0.9,s15_t1.0_a0.9_061.gff
862,N,1.0,0.9,s15_t1.0_a0.9_062.gff
863,N,1.0,0.9,s15_t1.0_a0.9_063.gff
864,N,1.0,0.9,s15_t1.0_a0.9_064.gff
865,N,1.0,0.9,s15_t1.0_a0.9_065.gff
866,N,1.0,0.9,s15_t1.0_a0.9_066.gff
867,N,1.0,0.9,s15_t1.0_a0.9_067.gff
868,N,1.0,0.9,s15_t1.0_a0.9_068.gff
869,N,1.0,0.9,s15_t1.0_a0.9_069.gff
870,N,1.0,0.9,s15_t1.0_a0.9_070.gff
871,N,1.0,0.9,s15_t1.0_a0.9_071.gff
872,N,1.0,0.9,s15_t1.0_a0.9_072.gff
873,N,1.0,0.9,s15_t1.0_a0.9_073.gff
874,N,1.0,0.9,s15_t1.0_a0.9_074.gff
875,N,1.0,0.9,s15_t1.0_a0.9_075.gff
876,N,1.0,0.9,s15_t1.0_a0.9_076.gff
877,N,1.0,0.9,s15_t1.0_a0.9_077.gff
878,N,1.0,0.9,s15_t1.0_a0.9_078.gff
879,N,1.0,0.9,s15_t1.0_a0.9_079.gff
880,N,1.0,0.9,s15_t1.0_a0.9_080.gff
881,N,1.0,0.9,s15_t1.0_a0.9_081.gff
882,N,1.0,0.9,s15_t1.0_a0.9_082.gff
883,N,1.0,0.9,s15_t1.0_a0.9_083.gff
884,N,1.0,0.9,s15_t1.0_a0.9_084.gff
885,N,1.0,0.9,s15_t1.0_a0.9_085.gff
886,N,1.0,0.9,s15_t1.0_a0.9_086.gff
887,N,1.0,0.9,s15_t1.0_a0.9_087.gff
888,N,1.0,0.9,s15_t1.0_a0.9_088.gff
889,N,1.0,0.9,s15_t1.0_a0.9_089.gff
890,N,1.0,0.9,s15_t1.0_a0.9_090.gff
891,N,1.0,0.9,s15_t1.0_a0.9_091.gff
892,N,1.0,0.9,s15_t1.0_a0.9_092.gff
893,N,1.0,0.9,s15_t1.0_a0.9_093.gff
894,N,1.0,0.9,s15_t1.0_a0.9_094.gff
895,N,1.0,0.9,s15_t1.0_a0.9_095.gff
896,N,1.0,0.9,s15_t1.0_a0.9_096.gff
897,N,1.0,0.9,s15_t1.0_a0.9_097.gff
898,N,1.0,0.9,s15_t1.0_a0.9_098.gff
899,Y,1.0,0.9,s15_t1.0_a0.9_099.gff
900,N,1.0,0.9,s15_t1.0_a0.9_100.gff
901,N,1.0,1.0,s15_t1.0_a1.0_001.gff
902,N,1.0,1.0,s15_t1.0_a1.0_002.gff
903,N,1.0,1.0,s15_t1.0_a1.0_003.gff
904,N,1.0,1.0,s15_t1.0_a1.0_004.gff
905,N,1.0,1.0,s15_t1.0_a1.0_005.gff
906,N,1.0,1.0,s15_t1.0_a1.0_006.gff
907,N,1.0,1.0,s15_t1.0_a1.0_007.gff
908,N,1.0,1.0,s15_t1.0_a1.0_008.gff
909,N,1.0,1.0,s15_t1.0_a1.0_009.gff
910,N,1.0,1.0,s15_t1.0_a1.0_010.gff
911,N,1.0,1.0,s15_t1.0_a1.0_011.gff
912,N,1.0,1.0,s15_t1.0_a1.0_012.gff
913,N,1.0,1.0,s15_t1.0_a1.0_013.gff
914,N,1.0,1.0,s15_t1.0_a1.0_014.gff
915,N,1.0,1.0,s15_t1.0_a1.0_015.gff
916,N,1.0,1.0,s15_t1.0_a1.0_016.gff
